temp,humidity,windspeed,count
11.95,69.86,6.41,18
15.17,56.93,8.02,24
17.45,57.55,1.17,36
15.82,61.58,5.73,28
13.02,59.26,7.53,19
10.7,62.58,19.07,8
14.53,65.42,6.32,28
13.42,74.0,10.04,14
14.72,64.9,3.76,22
13.74,54.95,11.86,18
14.79,76.92,1.69,24
9.83,61.27,8.22,12
15.19,67.66,6.55,17
11.64,71.87,13.36,11
17.08,70.05,8.04,24
8.59,77.37,4.83,10
15.68,72.61,11.82,9
10.87,62.05,7.95,13
8.13,86.52,2.34,15
8.45,70.8,5.09,15
8.75,68.23,2.07,21
10.8,77.27,7.49,8
10.91,71.71,8.12,11
7.44,73.06,17.15,11
8.91,89.95,5.0,13
15.23,67.96,4.37,18
13.81,67.77,1.3,24
9.77,71.39,5.0,12
8.4,79.17,4.56,9
8.47,58.69,6.22,15
9.79,55.15,4.45,14
4.71,66.32,4.46,8
6.84,58.08,6.2,10
2.45,67.89,5.31,4
8.49,75.44,4.39,12
9.08,64.43,4.35,16
5.53,60.27,20.67,13
11.55,72.36,4.25,19
3.0,78.83,4.79,9
2.14,58.5,1.02,16
7.06,78.74,11.89,5
9.39,78.83,0.41,16
11.16,80.04,2.44,13
4.59,82.27,8.65,9
9.07,90.25,0.88,11
5.59,69.9,3.24,17
5.05,73.73,5.6,13
8.1,69.63,5.24,14
7.28,73.08,3.15,13
0.47,85.43,10.08,3
9.51,62.5,10.52,11
9.11,66.47,8.83,14
2.98,84.47,3.86,6
5.94,81.7,6.46,8
6.12,70.73,3.48,12
5.32,80.55,25.26,2
2.79,76.53,7.3,9
2.33,85.88,3.88,6
4.17,74.55,22.24,5
7.68,82.24,4.29,4
5.7,95.24,7.09,5
2.88,78.96,10.19,6
6.22,74.64,3.61,12
0.0,80.09,3.39,4
7.2,71.45,11.51,14
0.0,93.53,10.18,3
2.53,75.92,10.16,6
0.2,72.35,8.17,2
0.0,67.9,20.53,4
6.92,83.41,6.03,9
1.98,81.62,2.84,6
4.37,70.74,1.92,8
3.15,79.37,4.2,6
4.68,62.73,0.07,10
3.44,76.31,14.6,3
0.0,78.48,7.82,5
6.12,88.55,2.82,9
1.63,68.74,12.1,6
0.0,64.71,1.91,5
1.77,67.79,2.41,5
7.54,64.27,6.19,12
5.58,85.67,15.96,4
1.97,87.38,7.75,6
1.96,77.56,2.47,8
2.04,84.77,2.88,8
9.23,76.07,6.8,13
4.15,74.24,1.5,6
4.3,72.33,1.65,6
6.11,72.5,4.64,8
3.75,62.59,9.25,6
2.27,77.07,9.73,7
2.48,74.62,6.19,6
2.88,80.89,10.84,5
3.01,75.65,17.5,6
5.33,73.57,3.78,12
3.34,67.88,1.43,11
5.42,75.39,4.18,11
3.02,80.68,2.52,9
3.55,65.59,8.12,9
0.0,75.4,1.96,6
6.16,76.52,5.39,10
4.51,68.87,2.52,11
6.52,69.86,4.47,15
0.0,76.36,5.65,7
9.92,65.39,9.05,13
3.3,77.2,5.67,5
7.12,67.18,3.48,11
0.75,82.78,10.16,11
5.79,92.91,5.92,3
0.87,67.26,3.78,6
2.24,78.34,9.22,5
9.95,68.18,6.85,16
3.72,82.25,8.67,6
5.04,63.72,12.78,9
7.1,77.6,2.08,11
6.08,66.69,25.37,5
5.15,71.93,8.01,14
5.9,65.25,1.97,18
12.12,79.98,13.94,6
4.85,66.62,3.17,16
5.75,77.63,17.71,8
8.41,70.36,2.21,10
8.7,72.1,5.4,14
9.07,74.09,10.31,4
7.55,66.71,9.32,19
2.34,74.38,7.45,8
10.8,84.83,11.74,7
2.6,66.24,3.98,7
7.08,81.73,12.22,7
4.05,84.22,3.33,8
6.27,65.59,16.42,6
7.59,60.35,3.6,7
7.72,74.29,1.66,14
8.17,67.37,9.44,11
11.9,86.57,6.6,10
8.58,71.76,7.54,18
6.64,64.94,4.44,5
10.43,62.04,8.38,19
11.27,79.8,15.43,11
4.18,66.38,7.27,9
9.82,71.16,1.34,14
10.3,78.31,5.78,14
7.48,66.65,8.06,9
12.67,70.01,17.16,12
8.27,70.1,9.77,11
9.27,75.55,2.89,15
8.56,74.66,5.58,13
9.3,68.03,10.18,15
6.15,70.14,8.52,9
5.3,66.51,8.91,7
14.59,57.51,1.69,27
7.45,71.23,9.36,9
7.21,84.15,6.93,11
3.91,61.79,9.66,11
8.65,62.51,6.6,18
6.79,61.57,5.18,16
15.88,74.17,12.44,16
14.17,71.8,8.19,18
9.28,66.78,1.99,10
18.3,60.54,6.35,35
14.68,68.46,4.48,21
10.96,55.04,4.01,15
4.64,68.53,8.41,7
19.21,74.19,6.63,35
8.37,57.04,8.29,14
7.81,54.62,11.23,11
16.01,79.35,5.48,20
20.47,61.65,10.91,26
17.51,75.46,3.5,23
15.25,64.97,12.9,14
15.55,64.74,3.77,17
16.53,69.37,2.28,26
16.45,58.62,7.66,20
15.22,66.58,5.64,26
14.9,62.29,6.18,17
14.61,54.61,2.01,22
12.74,67.7,2.12,25
14.36,62.72,4.38,25
10.33,63.4,9.61,15
15.32,54.8,4.54,14
12.86,77.04,2.16,12
12.72,71.15,12.94,10
16.78,71.68,2.09,24
20.62,61.35,6.33,36
19.4,49.79,9.65,28
12.14,79.08,4.15,18
14.09,62.8,9.63,12
20.08,57.13,16.09,20
14.51,66.28,9.37,19
16.99,72.12,5.5,17
19.51,62.43,6.2,27
15.16,72.68,0.62,25
18.58,70.94,3.71,21
14.46,53.5,0.67,31
16.85,56.56,2.71,24
19.81,69.45,5.84,28
14.27,39.92,7.31,22
20.57,60.27,8.47,25
19.38,49.86,19.54,20
21.29,57.33,1.47,50
20.49,58.59,2.62,48
24.1,57.96,7.09,39
20.57,56.25,10.25,26
19.09,51.74,3.34,39
20.93,78.7,6.66,33
22.37,75.15,7.46,25
21.07,50.77,17.18,21
21.23,72.57,1.69,36
19.18,56.57,8.29,31
19.47,60.65,10.46,23
17.42,58.97,8.91,25
27.05,54.05,13.89,43
18.24,67.06,2.17,27
20.06,60.06,0.5,43
20.15,55.1,13.35,28
25.15,48.34,4.31,40
21.74,51.5,5.51,40
26.53,45.38,6.07,69
20.92,58.48,6.43,43
23.93,48.68,11.22,41
20.74,56.0,8.09,37
29.83,68.97,1.6,75
19.98,67.48,5.43,25
24.61,57.51,7.35,39
25.73,56.95,8.65,42
25.21,72.57,5.15,34
23.54,61.58,3.68,41
23.84,54.68,11.65,37
24.49,45.79,4.23,46
24.05,60.24,9.29,42
27.51,63.62,11.06,34
31.37,51.83,7.04,80
23.19,59.11,3.32,41
20.86,53.78,8.13,34
24.82,55.12,4.71,46
32.94,36.6,24.41,46
22.89,54.64,10.62,38
30.33,64.08,10.35,64
30.54,51.19,12.93,51
23.95,56.58,0.72,56
27.41,50.03,5.44,60
30.68,58.89,12.44,48
24.75,54.2,3.68,56
25.36,48.34,1.33,64
24.31,66.45,6.52,34
23.09,63.16,2.68,38
24.26,50.82,2.99,56
22.61,59.58,5.14,38
26.45,59.84,1.94,69
24.1,60.63,4.91,46
27.18,41.88,7.13,71
21.87,63.44,20.93,19
27.58,50.79,3.95,66
29.14,52.44,5.23,67
20.71,76.36,9.03,28
27.86,57.64,4.46,73
30.46,52.1,3.48,95
23.18,37.51,12.55,42
31.87,66.24,16.48,46
28.14,44.34,4.41,80
24.79,47.05,3.4,55
26.76,52.41,2.98,57
28.63,66.37,9.25,44
27.2,61.21,13.86,38
28.6,53.75,7.86,64
24.23,57.47,9.49,37
27.51,50.2,11.92,46
22.76,56.12,16.78,25
26.67,55.59,8.06,45
24.28,62.75,4.25,31
24.78,62.75,9.94,35
30.68,58.97,12.87,53
30.23,52.13,4.79,84
28.77,60.98,0.68,72
23.64,54.33,4.16,61
25.94,46.43,1.93,60
30.5,51.89,4.33,83
27.26,55.82,5.52,62
33.75,62.45,8.43,72
27.94,53.74,9.42,53
27.29,45.57,4.56,57
25.74,55.73,8.82,50
27.02,56.23,8.33,50
26.1,56.85,8.24,48
28.63,62.77,3.12,65
29.31,63.61,10.04,48
24.02,50.76,6.82,48
22.32,50.64,5.63,53
20.73,47.31,3.37,36
27.69,61.28,4.47,62
22.78,67.35,11.09,26
19.55,53.3,8.79,24
27.09,53.96,3.66,66
33.32,67.7,6.53,44
25.73,60.09,8.52,31
28.17,59.61,3.88,64
25.81,46.67,9.92,49
25.16,61.71,1.05,47
28.11,48.94,9.86,63
24.38,47.38,9.41,35
25.95,53.77,7.27,55
26.0,51.95,4.99,51
22.91,54.96,2.79,39
27.77,45.31,6.12,60
24.15,64.61,8.14,33
22.29,66.06,10.07,29
26.04,41.56,3.26,71
21.6,65.08,4.35,33
24.25,50.88,4.47,39
24.0,64.33,1.51,50
27.15,57.04,13.33,42
25.18,57.93,14.19,28
23.54,56.34,2.98,54
25.92,67.64,18.18,22
27.49,48.15,5.12,72
24.84,63.05,9.97,44
23.05,67.13,9.54,28
18.93,64.18,0.41,39
19.51,77.18,6.32,23
21.63,54.48,2.81,45
20.55,66.51,0.81,38
21.66,58.14,6.99,34
22.22,68.99,9.01,34
23.47,59.2,3.72,35
21.5,56.3,6.65,33
23.0,70.0,13.77,27
21.56,55.76,5.1,32
15.27,48.54,1.87,35
18.2,55.85,10.68,30
20.4,65.09,4.5,33
17.02,71.42,3.5,21
22.27,61.33,4.82,37
24.88,71.14,4.68,39
23.76,49.88,1.16,56
19.27,57.36,7.44,27
24.2,58.76,7.35,42
19.98,60.31,4.92,38
18.33,62.06,6.94,26
17.31,67.07,9.43,22
18.05,58.15,7.27,20
17.59,62.98,3.37,26
19.07,61.67,2.76,40
18.84,54.79,19.95,13
18.17,61.45,7.4,34
19.28,61.38,5.35,27
21.34,61.38,8.68,29
20.41,63.12,3.75,27
12.91,63.64,10.75,24
9.5,59.74,4.55,12
19.76,73.55,0.9,36
12.65,54.19,5.62,27
15.87,57.94,2.47,35
12.83,86.12,5.13,15
10.73,55.75,4.62,18
17.55,53.4,7.95,25
18.0,70.27,15.8,12
13.79,47.95,10.03,18
7.54,62.86,7.39,15
13.46,82.08,6.56,9
16.07,52.73,7.57,31
10.25,49.4,14.52,12
15.03,53.44,8.59,19
14.23,72.79,0.92,17
15.81,74.77,2.58,27
14.22,61.84,12.03,21
10.74,71.58,7.26,12
17.04,77.41,14.33,19
12.77,80.76,9.61,16
12.96,64.66,6.41,18
10.04,48.39,6.33,24
11.31,60.4,3.71,18
9.78,63.72,5.04,13
11.72,65.23,2.01,12
17.17,65.97,3.03,30
7.72,76.59,2.43,10
6.8,78.0,5.81,10
15.85,66.59,4.05,15
10.61,76.92,1.3,11
9.04,71.16,8.7,16
13.97,68.97,4.37,14
8.84,75.87,10.5,10
15.95,69.36,8.31,25
12.31,85.4,21.47,6
8.62,57.59,5.85,15
16.37,65.13,3.77,28
7.9,68.39,2.99,6
11.76,73.07,9.31,5
10.24,79.86,9.93,12
13.07,69.67,5.93,14
13.67,58.63,7.14,20
8.9,76.9,12.26,7
6.37,76.35,9.62,9
9.84,54.92,7.43,11
6.25,70.57,2.09,13
14.15,58.02,3.11,32
8.36,65.56,4.49,12
6.68,63.79,4.71,14
8.17,77.63,3.36,17
3.41,72.22,3.03,8
4.38,61.14,4.86,8
10.74,78.59,6.62,4
5.01,60.21,8.44,13
3.69,74.45,1.19,8
8.29,65.42,4.08,16
10.09,69.13,1.35,18
8.54,76.21,5.87,9
9.23,76.47,5.8,13
3.83,83.11,5.45,7
1.7,71.87,4.84,4
10.34,75.09,4.14,12
4.73,69.25,5.46,12
4.82,74.31,8.59,3
9.43,76.48,4.39,13
6.99,72.28,2.21,15
6.57,58.74,7.13,11
11.58,75.92,9.98,12
3.04,76.28,2.11,10
7.64,68.01,1.82,7
4.92,63.27,2.05,8
5.45,85.44,5.41,10
9.12,77.65,16.58,5
5.96,71.97,14.89,3
5.96,64.78,7.14,10
7.47,67.38,2.0,11
3.06,84.45,14.78,2
1.56,75.21,15.29,5
0.85,69.77,2.92,12
0.0,78.32,5.92,5
10.0,67.79,9.94,12
0.45,86.38,13.52,3
3.02,85.25,5.3,7
2.79,70.75,10.63,7
4.48,69.51,7.64,5
5.94,53.64,7.35,19
6.02,62.78,6.88,17
1.64,63.96,17.09,4
2.83,75.8,6.18,7
4.14,72.15,8.33,9
2.5,64.03,17.16,4
8.03,72.58,8.75,9
4.64,78.9,3.91,5
5.34,79.11,5.71,11
5.1,59.71,3.16,17
6.6,73.91,5.63,9
3.6,63.88,5.3,10
0.0,82.18,4.44,9
4.22,81.25,6.88,15
1.06,67.8,1.46,14
1.42,68.87,19.61,3
4.76,71.31,5.38,12
6.71,56.98,5.94,15
3.07,77.69,14.61,6
3.94,72.81,8.67,9
8.13,82.75,4.36,9
3.75,66.19,4.83,7
10.85,70.01,11.97,15
4.77,62.89,13.09,7
0.0,66.89,4.0,9
5.38,65.44,14.38,9
4.3,82.84,1.58,13
7.06,69.26,15.66,8
5.24,75.81,7.74,6
2.85,71.73,14.26,4
0.0,64.59,9.3,9
2.73,73.35,4.21,12
0.86,79.45,5.59,6
1.72,64.95,4.33,17
5.29,81.04,3.41,12
8.6,67.71,8.41,7
4.84,70.59,1.14,12
0.13,78.64,5.34,5
5.13,69.03,6.45,5
7.46,74.58,1.2,8
2.12,71.69,7.6,11
3.63,75.18,9.28,4
4.16,55.02,8.36,16
1.85,59.36,8.27,9
6.24,78.85,6.57,8
4.03,82.14,2.66,11
5.75,66.48,0.28,11
1.93,71.72,5.22,15
3.38,75.95,4.19,8
6.97,79.04,6.44,11
3.79,57.18,3.26,12
10.21,66.22,12.41,13
3.94,70.55,1.54,9
5.94,78.74,3.77,11
8.18,93.0,5.04,4
1.25,71.09,8.43,4
0.35,61.55,8.46,3
1.19,75.91,11.19,4
9.69,83.15,10.14,6
4.38,73.33,5.29,9
13.85,65.1,10.69,11
4.62,79.9,5.34,10
7.01,77.42,1.43,9
11.23,63.79,1.59,26
12.77,74.92,4.92,18
13.09,79.72,2.48,14
10.69,81.07,5.6,11
10.29,70.95,10.34,10
9.15,68.49,4.56,11
9.87,81.04,0.95,10
6.04,61.4,8.81,11
5.41,74.46,4.19,11
8.02,59.85,5.04,21
7.69,79.19,23.32,5
7.01,68.46,11.2,12
10.63,80.53,13.06,8
11.58,74.17,4.65,21
9.16,60.3,20.06,3
13.51,81.33,2.92,17
5.83,82.2,1.46,3
8.86,76.69,22.4,5
7.47,63.39,0.97,14
4.21,66.88,4.21,12
9.75,70.34,8.91,13
9.82,63.39,4.7,14
14.91,82.4,3.56,21
12.46,69.85,6.19,17
7.68,46.91,5.9,10
16.51,71.09,6.74,17
14.81,65.43,13.88,18
13.09,67.45,9.27,10
10.86,64.94,5.17,25
8.86,74.18,7.4,8
10.82,76.51,0.13,13
15.4,69.65,5.45,23
17.99,64.5,7.83,23
17.17,66.72,3.27,23
11.27,67.04,4.32,19
9.59,60.29,11.24,16
13.57,71.17,2.44,13
8.05,70.05,11.44,12
14.53,78.53,17.22,20
13.32,76.07,4.42,6
12.57,60.37,2.48,21
9.39,72.25,3.41,14
15.92,57.91,16.41,14
12.99,70.91,2.34,14
11.28,61.04,2.48,24
6.38,56.81,0.95,17
15.12,67.07,4.25,23
20.73,43.26,6.9,45
20.6,50.48,14.97,32
14.45,62.89,4.57,16
14.22,64.8,8.71,12
17.64,61.01,3.47,27
13.45,51.16,2.08,26
17.55,57.08,13.61,21
19.15,66.59,6.75,25
20.74,67.94,9.24,30
16.96,62.99,6.6,24
16.85,72.2,1.4,29
15.03,65.96,11.19,23
15.38,56.63,3.3,31
17.38,60.2,8.38,20
19.37,51.06,2.19,45
21.2,61.25,2.34,48
16.25,70.85,3.52,20
23.33,67.27,2.79,32
18.24,72.84,1.99,31
19.18,59.04,22.02,16
17.2,72.07,6.0,11
12.36,59.6,1.22,25
22.47,72.76,2.09,37
22.22,60.65,2.96,35
19.35,66.33,3.99,22
20.58,72.32,9.72,21
22.11,58.82,6.9,41
16.06,61.96,5.88,28
19.34,70.37,1.52,37
23.49,58.85,8.59,29
17.52,49.2,1.42,50
22.34,76.76,5.01,40
17.56,55.72,7.25,35
23.2,60.6,7.44,48
21.86,68.44,6.56,28
17.29,54.18,6.77,31
25.8,50.85,6.36,60
20.26,60.81,1.76,38
20.19,44.3,1.68,44
23.39,56.21,10.43,43
26.39,60.34,10.54,41
20.05,56.1,2.32,34
23.43,45.78,6.64,65
24.68,70.76,7.66,41
25.62,58.71,5.89,48
24.21,69.21,11.49,28
22.72,55.57,4.1,38
21.48,50.49,4.4,45
24.36,59.57,11.58,28
21.02,55.58,1.81,45
15.6,47.77,10.15,14
25.8,68.85,15.4,33
27.33,52.01,8.45,51
17.65,42.16,5.55,38
21.83,67.41,1.89,41
26.83,52.65,6.61,56
31.26,51.73,3.19,103
25.26,42.38,4.66,76
23.12,70.34,7.58,41
24.86,46.01,2.82,73
29.64,56.71,2.18,81
23.67,63.46,3.79,36
23.31,59.45,14.28,35
24.35,55.53,7.69,41
23.02,42.32,3.15,58
26.34,49.38,3.44,52
30.93,57.29,12.6,49
27.1,49.43,1.66,79
25.45,57.29,14.08,40
25.4,61.06,2.73,52
21.66,63.24,13.7,31
29.06,45.68,10.38,73
26.24,73.01,2.45,51
25.99,61.53,9.31,48
36.17,55.33,1.3,129
27.54,64.02,11.8,43
24.43,74.18,2.39,56
25.46,43.71,11.82,61
30.22,53.38,1.77,99
27.15,36.13,2.54,75
22.53,56.67,16.45,26
29.64,58.02,8.28,63
24.9,54.76,2.76,65
32.55,49.82,7.11,87
30.19,38.64,6.99,85
25.63,58.02,4.86,42
30.82,66.66,6.94,63
27.19,50.28,12.7,42
29.56,58.52,10.19,47
28.45,42.45,8.54,78
24.46,58.66,2.7,45
25.06,51.86,1.75,59
30.08,48.91,5.52,73
25.97,48.94,10.34,43
25.75,51.88,0.77,62
24.08,58.11,3.98,54
28.19,44.57,8.14,61
33.08,51.91,13.9,65
23.66,54.78,5.49,43
26.9,46.35,3.76,67
31.03,69.54,5.89,58
26.52,48.38,8.56,62
28.07,49.88,1.16,71
23.48,47.45,2.59,63
27.9,69.71,2.87,52
26.0,59.79,4.39,54
29.46,47.92,12.19,44
30.01,64.31,2.39,63
34.15,57.12,3.34,98
28.05,57.63,1.69,73
27.22,52.88,4.42,57
26.75,49.7,4.76,53
25.03,58.46,5.06,45
27.03,51.46,24.13,24
25.04,70.43,10.28,35
26.35,45.81,5.67,48
29.7,68.33,8.46,49
22.64,55.23,3.61,44
28.98,58.59,21.08,34
29.41,62.95,10.61,49
25.0,51.33,9.61,42
18.89,63.37,14.21,20
23.32,34.89,17.74,31
28.92,50.88,2.44,86
24.85,49.34,13.08,38
21.8,46.81,8.01,47
23.16,55.22,7.2,45
27.08,60.12,16.28,32
26.07,62.76,2.64,46
23.58,59.18,5.74,47
23.07,52.04,5.17,54
22.86,60.43,7.93,43
21.13,58.58,8.19,32
28.6,65.19,12.73,35
22.65,64.04,6.14,35
27.12,58.19,17.18,26
27.88,50.89,8.58,54
26.16,52.97,2.4,56
21.72,53.92,3.69,46
24.07,55.93,9.59,40
22.63,60.72,8.17,37
19.83,64.43,7.84,33
23.36,58.44,18.87,34
18.68,59.11,11.83,29
25.62,60.27,4.31,44
20.49,55.14,5.29,38
22.32,52.0,4.13,41
22.39,45.5,2.91,37
20.59,54.13,19.75,23
22.95,63.62,8.12,39
19.59,54.36,2.06,48
23.45,58.23,16.09,20
16.62,64.02,3.27,32
20.85,64.61,7.11,33
26.1,51.96,6.35,43
17.1,68.73,1.47,22
17.88,69.93,0.83,24
21.26,52.03,10.37,20
20.07,54.63,13.67,27
20.39,70.91,7.44,29
20.61,60.37,28.25,7
20.86,43.95,3.51,50
22.09,50.67,1.1,50
19.79,60.04,8.3,26
17.64,52.89,2.58,46
20.18,59.06,5.72,34
23.66,62.79,12.0,24
17.37,74.39,3.87,27
14.64,60.54,5.73,18
20.68,71.61,13.23,19
16.8,74.63,5.17,22
10.44,74.85,8.3,10
19.29,65.82,9.05,24
14.94,48.01,5.2,22
16.07,67.57,5.33,26
17.13,72.44,5.9,21
16.5,63.58,3.52,29
17.85,78.35,8.0,14
14.21,71.45,3.59,19
16.85,69.29,4.0,28
14.32,73.6,2.62,23
17.11,67.75,13.95,15
16.54,45.32,1.78,42
11.68,61.44,19.18,5
17.54,75.18,5.47,23
12.46,59.31,4.33,17
16.29,64.16,2.63,22
14.76,57.76,2.87,26
18.97,80.56,3.57,18
12.58,79.91,33.18,4
12.0,59.56,3.57,18
12.78,67.98,8.45,14
11.73,61.52,4.97,19
14.84,72.05,20.22,10
7.39,71.38,7.01,9
8.87,73.96,2.09,12
8.63,70.29,4.09,19
14.49,91.29,25.27,5
16.57,59.74,10.62,21
10.93,54.45,5.77,22
10.54,65.15,2.73,16
11.06,55.91,3.01,14
14.15,56.68,2.37,31
7.69,60.77,1.37,19
10.99,61.56,10.15,16
13.01,61.46,8.92,9
11.4,73.4,6.62,17
10.28,65.36,15.24,12
12.53,68.12,9.9,14
1.24,76.87,1.67,11
11.2,63.73,5.96,15
7.02,67.9,11.02,13
3.32,73.09,6.01,8
10.16,54.77,6.44,22
12.58,51.37,1.33,29
7.87,73.36,3.66,7
10.97,74.67,8.5,17
12.78,87.39,5.31,7
11.73,72.28,1.54,20
12.54,77.71,10.91,13
9.68,69.72,5.12,10
7.52,73.8,6.37,5
2.33,84.89,1.69,5
6.25,54.69,1.17,15
4.3,75.12,6.63,9
13.19,89.02,13.98,6
6.01,74.31,10.68,10
6.76,85.38,9.64,6
7.9,67.26,7.07,12
6.24,72.16,1.99,8
11.05,72.79,0.64,19
3.97,54.9,27.55,7
6.29,63.4,5.1,9
3.34,64.08,3.75,13
1.49,79.54,6.28,9
3.49,80.04,2.62,4
5.09,75.76,4.13,14
3.8,79.86,18.87,2
2.89,72.05,7.71,9
0.64,83.07,9.06,1
4.5,73.61,5.47,8
0.13,74.09,12.78,5
6.82,71.59,12.55,6
4.69,79.28,5.0,9
0.0,70.51,5.99,7
3.32,81.77,14.24,5
1.9,64.98,6.26,11
5.03,65.31,4.54,8
8.01,79.68,4.81,7
0.0,73.53,4.1,9
4.18,70.68,6.2,9
3.28,81.49,4.21,7
5.7,69.57,6.19,15
4.26,72.88,3.32,8
1.3,85.73,7.83,1
2.54,86.9,8.67,4
1.05,87.21,9.76,7
6.61,72.42,8.79,15
3.4,84.57,12.12,4
8.99,67.17,6.57,12
3.06,67.54,6.15,12
1.08,56.03,3.7,17
0.0,88.24,10.42,2
0.0,67.97,3.9,9
0.0,73.9,1.12,4
3.88,67.65,3.56,11
4.58,80.51,10.97,9
0.0,71.96,9.49,4
5.71,64.54,7.24,7
1.56,78.52,24.0,2
3.45,63.53,7.86,10
7.84,68.3,3.08,8
5.69,58.14,2.84,12
2.2,63.61,8.78,12
0.34,76.42,15.7,5
0.0,59.27,6.09,4
0.87,63.12,8.03,5
2.42,74.94,8.33,7
0.11,70.59,24.6,7
2.7,90.86,11.64,6
3.35,89.57,13.62,5
2.48,67.93,2.97,10
1.24,79.3,3.89,10
3.73,80.81,3.65,9
4.59,70.0,5.08,12
0.04,62.78,6.45,6
7.59,74.6,7.63,8
3.12,73.27,5.77,13
3.52,71.13,3.58,12
5.65,78.1,2.45,15
4.29,68.5,8.2,12
6.51,65.24,9.97,7
4.58,75.27,5.25,4
1.96,77.43,1.33,6
4.95,64.86,11.56,9
0.52,81.63,5.08,6
4.36,59.98,1.82,14
4.02,69.45,6.03,8
3.58,71.93,12.11,14
3.91,68.83,4.4,7
0.0,69.32,0.43,8
2.84,88.73,4.87,8
4.87,66.87,3.43,18
5.17,93.12,6.87,3
1.72,77.0,6.14,3
8.71,74.14,4.1,14
2.43,77.12,3.9,4
8.05,93.45,14.56,5
6.54,65.17,8.74,9
3.44,64.05,8.55,9
10.83,66.87,11.11,13
2.06,73.06,5.05,13
8.52,58.89,17.17,8
8.9,72.76,7.69,7
4.02,86.02,6.62,5
10.35,73.57,7.62,16
5.57,69.89,4.86,9
7.33,67.17,3.57,12
7.39,79.18,12.91,10
6.35,65.26,2.26,9
9.34,86.52,2.44,11
9.44,87.08,5.6,14
1.97,73.54,2.99,7
11.29,71.26,1.33,21
2.55,79.47,2.36,6
10.8,79.84,3.07,16
11.24,64.5,7.93,13
4.76,66.6,5.28,8
6.97,60.09,11.45,12
5.05,73.8,2.24,15
7.9,75.71,2.61,10
7.79,59.43,7.09,13
11.23,66.45,3.44,21
13.01,59.16,4.67,23
13.44,62.6,2.39,19
7.75,74.04,2.24,17
8.99,63.61,3.34,10
4.76,66.92,11.91,8
7.58,56.15,1.78,16
13.08,70.51,12.86,12
15.22,68.5,11.16,16
6.86,62.87,4.09,22
8.98,67.02,6.12,17
10.87,69.82,7.51,8
11.99,61.69,9.61,20
8.91,56.24,2.6,16
12.81,82.33,10.39,17
10.31,62.65,6.49,15
11.89,66.78,2.78,9
13.77,75.47,6.54,16
12.36,95.45,2.75,12
11.23,57.1,5.96,22
12.41,70.48,4.24,25
12.68,61.05,6.8,13
12.04,62.23,7.09,8
12.58,60.61,14.04,13
18.35,57.2,9.23,26
15.45,65.7,8.13,14
13.08,54.06,1.25,29
16.27,73.26,11.65,15
13.38,65.96,4.38,19
18.11,68.72,2.39,28
15.9,61.44,21.51,15
14.68,62.06,3.44,18
16.55,67.13,15.06,18
10.7,55.34,7.58,23
12.24,61.62,8.78,20
12.24,57.44,6.0,19
16.46,57.02,2.84,31
21.43,47.09,9.98,36
23.14,74.51,7.19,25
18.56,58.13,7.12,31
18.35,72.76,6.4,26
11.65,71.84,4.96,17
15.63,52.83,10.03,22
15.1,54.24,8.62,18
15.8,83.26,10.81,14
17.36,76.62,5.14,21
16.65,62.19,4.82,25
12.33,64.34,3.95,17
20.71,57.07,6.53,30
15.44,65.41,1.32,32
19.57,56.05,28.39,14
25.27,45.37,3.62,61
16.49,50.89,13.72,21
11.85,61.47,4.31,23
18.77,52.09,9.14,28
23.12,60.45,18.15,27
25.88,52.23,8.79,53
16.5,54.41,17.47,19
21.87,67.34,13.19,31
19.17,62.34,2.68,30
20.43,60.14,10.09,25
28.86,67.09,7.84,60
16.6,63.76,3.38,27
22.04,71.34,12.43,20
22.86,55.94,2.18,46
24.89,56.04,11.9,35
22.09,48.92,10.18,34
22.89,55.76,6.63,49
20.96,66.77,3.77,42
23.11,69.32,9.99,21
21.43,66.46,0.93,37
24.49,44.29,3.2,65
21.67,67.18,6.07,28
24.07,43.68,6.64,47
23.01,65.44,3.26,30
26.62,55.19,3.33,73
23.24,63.63,8.98,29
18.22,47.22,2.75,53
27.47,67.13,4.6,60
21.11,45.93,2.17,67
22.0,52.18,6.32,55
22.31,49.43,5.2,46
28.36,43.27,0.84,97
17.96,57.95,1.78,32
33.9,71.54,14.3,66
27.78,78.32,3.5,48
25.41,57.66,7.99,47
24.69,65.72,2.58,57
25.83,58.55,15.72,40
26.65,60.58,1.23,48
27.13,53.76,13.36,44
26.97,57.97,6.62,48
25.68,60.63,9.81,37
24.92,51.61,14.44,34
25.15,55.54,7.37,44
25.12,55.61,18.5,32
29.2,62.61,14.29,36
27.66,47.4,9.6,56
17.15,55.45,12.79,21
28.02,71.09,6.15,48
26.71,65.04,2.86,66
26.15,66.46,25.81,15
25.11,55.8,6.47,46
29.72,58.11,7.63,47
29.26,63.51,1.87,76
24.16,67.92,15.04,30
27.75,39.78,7.48,82
23.67,44.82,8.98,42
22.5,65.77,9.85,28
24.81,53.04,3.42,58
29.32,49.85,14.77,60
29.64,45.15,8.07,72
28.35,50.72,0.91,84
29.02,43.91,12.83,47
28.43,71.83,5.72,39
24.98,54.9,3.73,45
28.23,54.59,1.37,85
29.35,59.75,4.61,65
29.23,62.73,4.21,53
30.55,62.58,13.78,47
29.12,63.6,3.94,59
28.05,49.96,1.67,66
30.21,52.62,9.05,56
26.92,61.15,14.25,42
